,X,Y
Top Left,321.08336632414085,164.12178999317283
Top Right,1099.0655511737953,166.83747115259757
Bottom Left,272.765129123497,1001.9582322564293
Bottom Right,1156.8115234603538,1005.0441488544056
Center,281.00452600879714,683.9599136807196
